sourceIp,locId,country,region,city,postalCode,latitude,longitude,dmaCode,areaCode,numberOfPorts,numberOfIps,numberOfPackets,averagePacketSize,averageDataSize,maxPacketsPerDestination,maxPacketsPerPort,maxInterpacketInterval
148.239.161.161,426bd34a,US,"IL","Chicago","60612",41.8784,-87.6852,602,312,2.85714285714e-05,0.00333333333333,5e-06,5.14285714286e-05,4.5e-08,6.66666666667e-07,6.66666666667e-07,0.000171939849854
76.188.104.214,61126358,US,"VA","Sterling","20166",38.9881,-77.4755,511,703,5.71428571429e-05,0.00333333333333,1e-05,0.000154285714286,1.77e-07,1.33333333333e-06,6.66666666667e-07,2.23970413208e-06
67.228.35.57,8773cfa2,NL,"07","Diemen","",52.3333,4.9667,,,2.85714285714e-05,0.00333333333333,5e-06,8.17142857143e-05,7.15e-08,6.66666666667e-07,6.66666666667e-07,2.55403518677e-05
7.190.213.156,bd39dbee,US,"IL","Chicago","60656",41.9713,-87.7981,602,773,2.85714285714e-05,0.00333333333333,5e-06,9.08571428571e-05,7.95e-08,6.66666666667e-07,6.66666666667e-07,6.39915466309e-07
137.214.241.195,bd39dbee,US,"IL","Chicago","60656",41.9713,-87.7981,602,773,2.85714285714e-05,0.00333333333333,5e-06,9.08571428571e-05,7.95e-08,6.66666666667e-07,6.66666666667e-07,2.77996063232e-06
37.226.239.217,bd39dbee,US,"IL","Chicago","60656",41.9713,-87.7981,602,773,2.85714285714e-05,0.00333333333333,5e-06,0.000296571428571,2.595e-07,6.66666666667e-07,6.66666666667e-07,9.05990600586e-06
198.44.185.136,bd39dbee,US,"IL","Chicago","60656",41.9713,-87.7981,602,773,5.71428571429e-05,0.00333333333333,6e-05,0.000145142857143,6.05e-07,8e-06,6e-06,3.62801551819e-05
33.210.44.49,af7a9601,BR,"27","São Paulo","",-23.5333,-46.6167,,,2.85714285714e-05,0.00333333333333,5e-06,6.85714285714e-05,6e-08,6.66666666667e-07,6.66666666667e-07,1.88803672791e-05
160.53.98.120,d511a2e5,CA,"QC","Montreal","h1w1g4",45.5000,-73.5833,,,2.85714285714e-05,0.00333333333333,5e-06,8.4e-05,7.35e-08,6.66666666667e-07,6.66666666667e-07,1.60799026489e-05
209.115.98.115,d51fc3c0,US,"TX","Dallas","75207",32.7825,-96.8207,623,214,0.000228571428571,0.00333333333333,0.00065,0.00124685714286,5.2002e-05,8.66666666667e-05,2.6e-05,8.24203491211e-05
255.194.109.182,94805b2c,US,"CA","Mountain View","94043",37.4192,-122.0574,807,650,0.000142857142857,0.00333333333333,0.00079,0.00265085714286,9.1103e-05,0.000105333333333,4.93333333333e-05,0.000117420196533
14.55.112.29,f4b52c7d,CN,"30","Guangzhou","",23.1167,113.2500,,,2.85714285714e-05,0.00333333333333,1.5e-05,7.14285714286e-05,1.12e-07,2e-06,2e-06,0.000193039894104
210.100.85.200,0c71d71e,US,"FL","Kissimmee","34741",28.3069,-81.4246,534,407,5.71428571429e-05,0.00333333333333,1e-05,0.000118857142857,1.445e-07,1.33333333333e-06,6.66666666667e-07,5.9540271759e-05
183.34.249.206,18d540ab,US,"CA","Sunnyvale","94089",37.4249,-122.0074,807,408,2.85714285714e-05,0.00333333333333,5e-05,0.000110285714286,3.045e-07,6.66666666667e-06,6.66666666667e-06,7.79600143433e-05
142.52.181.125,0c71d71e,US,"FL","Kissimmee","34741",28.3069,-81.4246,534,407,2.85714285714e-05,0.00333333333333,5e-06,2.28571428571e-05,2e-08,6.66666666667e-07,6.66666666667e-07,1.62601470947e-05
118.139.150.91,61126358,US,"VA","Sterling","20166",38.9881,-77.4755,511,703,2.85714285714e-05,0.00333333333333,5e-06,9.14285714286e-05,8e-08,6.66666666667e-07,6.66666666667e-07,5.15985488892e-06
38.104.89.75,426bd34a,US,"IL","Chicago","60612",41.8784,-87.6852,602,312,5.71428571429e-05,0.0166666666667,0.00024,0.000457142857143,6.008e-06,6.66666666667e-06,2.66666666667e-05,0.000107200145721
12.12.6.183,afd46e0a,US,"IL","Arlington Heights","60005",42.0643,-87.9921,602,847,2.85714285714e-05,0.00333333333333,5e-05,0.000248,6.77e-07,6.66666666667e-06,6.66666666667e-06,9.36031341553e-06
132.168.139.178,6f9a67f5,US,"AL","Huntsville","35812",34.6325,-86.6527,691,256,2.85714285714e-05,0.00333333333333,5e-05,0.000213142857143,6.23e-07,6.66666666667e-06,6.66666666667e-06,5.13200759888e-05
6.5.243.104,46553d88,KR,"","","",37.0000,127.5000,,,2.85714285714e-05,0.00333333333333,5e-05,0.000214285714286,6.24e-07,6.66666666667e-06,6.66666666667e-06,0.000174679756165
69.61.138.140,f88d45cf,JP,"40","Tokyo","",35.6850,139.7514,,,2.85714285714e-05,0.00333333333333,5e-05,0.000218857142857,6.37e-07,6.66666666667e-06,6.66666666667e-06,0.000176400184631
27.100.218.216,950f7032,AU,"04","Brisbane","",-27.5000,153.0167,,,2.85714285714e-05,0.00333333333333,5e-06,3.54285714286e-05,3.1e-08,6.66666666667e-07,6.66666666667e-07,0.000171199798584
75.57.233.209,5bab60a9,AU,"05","Adelaide","",-34.9333,138.6000,,,2.85714285714e-05,0.00333333333333,0.00675,0.000213142857143,3.05555e-05,0.0009,0.0009,0.000367959976196
0.0.0.0,493df0b3,..,"","","",0.0000,0.0000,,,0.000228571428571,0.00333333333333,0.00016,0.105317714286,0.000620254,2.13333333333e-05,2.66666666667e-06,0.000107800006866
1.45.31.203,d51fc3c0,US,"TX","Dallas","75207",32.7825,-96.8207,623,214,0.000142857142857,0.00333333333333,0.000115,0.000189142857143,1.3285e-06,1.53333333333e-05,4e-06,0.000113759994507
59.185.45.0,15f6d026,CN,"23","Shanghai","",31.2222,121.4581,,,2.85714285714e-05,0.00333333333333,5e-06,8.57142857143e-05,7.5e-08,6.66666666667e-07,6.66666666667e-07,0.000124839782715
241.217.42.126,f4b52c7d,CN,"30","Guangzhou","",23.1167,113.2500,,,5.71428571429e-05,0.00333333333333,1e-05,6.74285714286e-05,7.8e-08,1.33333333333e-06,6.66666666667e-07,7.20024108887e-06
110.47.51.221,f4b52c7d,CN,"30","Guangzhou","",23.1167,113.2500,,,5.71428571429e-05,0.00333333333333,1e-05,0.000141714285714,1.83e-07,1.33333333333e-06,6.66666666667e-07,0.000136320114136
76.220.101.47,c553e0ab,CN,"22","Beijing","",39.9289,116.3883,,,2.85714285714e-05,0.00333333333333,5e-06,4.28571428571e-05,3.75e-08,6.66666666667e-07,6.66666666667e-07,3.32803726196e-05
139.74.177.250,3b855c02,US,"CA","Redwood City","94063",37.4914,-122.2110,807,650,2.85714285714e-05,0.00333333333333,5e-06,7.31428571429e-05,6.4e-08,6.66666666667e-07,6.66666666667e-07,9.18402671814e-05
129.236.33.100,426bd34a,US,"IL","Chicago","60612",41.8784,-87.6852,602,312,8.57142857143e-05,0.00666666666667,4.5e-05,0.00014,5.07e-07,3.33333333333e-06,2.66666666667e-06,5.07397651672e-05
250.61.79.197,d568723b,RU,"48","Moscow","",55.7522,37.6156,,,2.85714285714e-05,0.00333333333333,1e-05,5.37142857143e-05,6.3e-08,1.33333333333e-06,1.33333333333e-06,0.000126019954681
138.150.190.53,d568723b,RU,"48","Moscow","",55.7522,37.6156,,,2.85714285714e-05,0.00333333333333,3.5e-05,9.08571428571e-05,2.095e-07,4.66666666667e-06,4.66666666667e-06,2.93202400208e-05
186.103.42.190,cc43331a,SE,"26","Stockholm","",59.3333,18.0500,,,2.85714285714e-05,0.00333333333333,5e-06,6.51428571429e-05,5.7e-08,6.66666666667e-07,6.66666666667e-07,4.79984283447e-06
25.189.61.22,524b868b,RU,"66","Saint Petersburg","",59.8944,30.2642,,,2.85714285714e-05,0.00333333333333,5e-06,9.71428571429e-05,8.5e-08,6.66666666667e-07,6.66666666667e-07,8.66003036499e-05
5.152.249.243,d568723b,RU,"48","Moscow","",55.7522,37.6156,,,2.85714285714e-05,0.00333333333333,5e-06,7.08571428571e-05,6.2e-08,6.66666666667e-07,6.66666666667e-07,7.71999359131e-06
129.136.184.208,0bd18686,JP,"","","",36.0000,138.0000,,,2.85714285714e-05,0.00333333333333,5e-06,3.25714285714e-05,2.85e-08,6.66666666667e-07,6.66666666667e-07,3.52396965027e-05
71.192.36.111,64f2c6bb,GB,"K6","Fareham","",50.8500,-1.1833,,,5.71428571429e-05,0.00333333333333,6e-05,0.000185142857143,7.72e-07,8e-06,4e-06,0.000166039943695
65.229.196.115,db142b6e,TR,"23","Acibadem","",38.4500,39.5500,,,2.85714285714e-05,0.00666666666667,1e-05,6.05714285714e-05,7.2e-08,6.66666666667e-07,1.33333333333e-06,0.000161780357361
19.135.238.220,ad7e4c0d,DE,"","","",51.0000,9.0000,,,2.85714285714e-05,0.00666666666667,6.5e-05,0.000250857142857,1.6595e-06,6.66666666667e-06,8.66666666667e-06,0.000164740085602
255.128.69.8,18d540ab,US,"CA","Sunnyvale","94089",37.4249,-122.0074,807,408,2.85714285714e-05,0.00333333333333,0.00012,0.000159428571429,7.535e-07,1.6e-05,1.6e-05,0.000117120265961
127.16.123.117,61126358,US,"VA","Sterling","20166",38.9881,-77.4755,511,703,2.85714285714e-05,0.00333333333333,5e-06,9.25714285714e-05,8.1e-08,6.66666666667e-07,6.66666666667e-07,8.68034362793e-06
227.200.100.95,00e6bb47,US,"NJ","Parsippany","07054",40.8597,-74.4026,501,973,2.85714285714e-05,0.00333333333333,5e-06,9.77142857143e-05,8.55e-08,6.66666666667e-07,6.66666666667e-07,3.80401611328e-05
187.145.0.248,f4b52c7d,CN,"30","Guangzhou","",23.1167,113.2500,,,2.85714285714e-05,0.00333333333333,1.5e-05,0.000151428571429,2.455e-07,2e-06,2e-06,0.000143280029297
211.46.80.76,f4b52c7d,CN,"30","Guangzhou","",23.1167,113.2500,,,2.85714285714e-05,0.00333333333333,4e-05,9.77142857143e-05,3e-07,5.33333333333e-06,5.33333333333e-06,0.000109060287476
138.209.43.139,3673269e,US,"CA","San Jose","",37.3073,-121.8568,807,408,2.85714285714e-05,0.00333333333333,5e-06,3.65714285714e-05,3.2e-08,6.66666666667e-07,6.66666666667e-07,1.4660358429e-05
107.79.133.161,6540a703,FR,"B6","Billancourt","",49.7167,2.8833,,,2.85714285714e-05,0.00333333333333,5e-06,3.6e-05,3.15e-08,6.66666666667e-07,6.66666666667e-07,1.19004249573e-05
204.145.220.225,bcf37a85,DE,"01","Heidelberg","",49.4167,8.7000,,,2.85714285714e-05,0.00333333333333,5e-06,4.22857142857e-05,3.7e-08,6.66666666667e-07,6.66666666667e-07,2.51598358154e-05
13.55.179.34,b956c6b9,SG,"00","Singapore","",1.2931,103.8558,,,2.85714285714e-05,0.00666666666667,1e-05,5.37142857143e-05,6.3e-08,6.66666666667e-07,1.33333333333e-06,2.76198387146e-05
88.200.21.65,e254ddc2,US,"MI","Troy","48084",42.5563,-83.1769,505,248,0.000114285714286,0.00333333333333,2e-05,0.000242857142857,3.29e-07,2.66666666667e-06,6.66666666667e-07,5.52401542664e-05
209.59.147.2,61126358,US,"VA","Sterling","20166",38.9881,-77.4755,511,703,2.85714285714e-05,0.00333333333333,5e-06,7.94285714286e-05,6.95e-08,6.66666666667e-07,6.66666666667e-07,0.000110820293427
221.145.91.161,e254ddc2,US,"MI","Troy","48084",42.5563,-83.1769,505,248,5.71428571429e-05,0.00666666666667,1e-05,8.74285714286e-05,9.3e-08,6.66666666667e-07,6.66666666667e-07,1.26800537109e-05
238.89.230.175,e254ddc2,US,"MI","Troy","48084",42.5563,-83.1769,505,248,2.85714285714e-05,0.00333333333333,5e-05,0.000143428571429,4.315e-07,6.66666666667e-06,6.66666666667e-06,8.07399749756e-05
111.77.224.229,d05d6600,DE,"11","Potsdam","",52.4000,13.0667,,,5.71428571429e-05,0.00333333333333,1e-05,3.42857142857e-05,4e-08,1.33333333333e-06,6.66666666667e-07,0.000143020153046
216.19.217.218,7cc2f81e,US,"","","",38.0000,-97.0000,,,2.85714285714e-05,0.00666666666667,1.5e-05,7.02857142857e-05,1.045e-07,1.33333333333e-06,2e-06,4.32000160217e-05
200.50.113.124,270001a8,TR,"68","Ankara","",39.9272,32.8644,,,2.85714285714e-05,0.00666666666667,3.5e-05,6.8e-05,1.56e-07,2.66666666667e-06,4.66666666667e-06,0.000148220062256
158.108.14.3,98a5490f,NZ,"00","Auckland","",-36.8667,174.7667,,,2.85714285714e-05,0.00333333333333,5e-06,7.42857142857e-05,6.5e-08,6.66666666667e-07,6.66666666667e-07,0.000105460166931
247.15.144.169,f70544db,US,"NJ","Hoboken","07030",40.7458,-74.0321,501,201,5.71428571429e-05,0.00333333333333,1e-05,0.000126857142857,1.57e-07,1.33333333333e-06,6.66666666667e-07,6.85801506042e-05
23.208.126.218,94805b2c,US,"CA","Mountain View","94043",37.4192,-122.0574,807,650,5.71428571429e-05,0.00333333333333,1e-05,9.88571428571e-05,1.185e-07,1.33333333333e-06,6.66666666667e-07,5.19399642944e-05
50.98.149.127,94805b2c,US,"CA","Mountain View","94043",37.4192,-122.0574,807,650,0.000171428571429,0.00333333333333,0.00056,0.00126171428571,2.25405e-05,7.46666666667e-05,2.53333333333e-05,0.000108860015869
20.12.186.206,94805b2c,US,"CA","Mountain View","94043",37.4192,-122.0574,807,650,2.85714285714e-05,0.00333333333333,5e-06,0.000193142857143,1.69e-07,6.66666666667e-07,6.66666666667e-07,2.29001045227e-05
15.115.141.58,94805b2c,US,"CA","Mountain View","94043",37.4192,-122.0574,807,650,2.85714285714e-05,0.00333333333333,3e-05,0.000167428571429,4.51e-07,4e-06,4e-06,1.3120174408e-05
202.47.7.212,94805b2c,US,"CA","Mountain View","94043",37.4192,-122.0574,807,650,8.57142857143e-05,0.00333333333333,1.5e-05,0.000101714285714,1.535e-07,2e-06,6.66666666667e-07,4.66012954712e-06
117.123.78.130,94805b2c,US,"CA","Mountain View","94043",37.4192,-122.0574,807,650,2.85714285714e-05,0.00333333333333,2.5e-05,7.88571428571e-05,1.66e-07,3.33333333333e-06,3.33333333333e-06,5.25999069214e-05
169.122.148.25,7cc2f81e,US,"","","",38.0000,-97.0000,,,5.71428571429e-05,0.00333333333333,2e-05,0.000190857142857,5.835e-07,2.66666666667e-06,1.33333333333e-06,1.53803825378e-05
30.51.79.180,f4b52c7d,CN,"30","Guangzhou","",23.1167,113.2500,,,2.85714285714e-05,0.00333333333333,5e-06,5.25714285714e-05,4.6e-08,6.66666666667e-07,6.66666666667e-07,0.000136819839478
103.230.189.89,426bd34a,US,"IL","Chicago","60612",41.8784,-87.6852,602,312,2.85714285714e-05,0.00333333333333,4e-05,9.2e-05,2.52e-07,5.33333333333e-06,5.33333333333e-06,3.41601371765e-05
240.4.156.195,d9031242,US,"GA","Atlanta","30303",33.7516,-84.3915,524,404,2.85714285714e-05,0.00333333333333,5e-06,0.000131428571429,1.15e-07,6.66666666667e-07,6.66666666667e-07,9.68027114868e-06
148.121.27.215,3000067a,US,"TX","Frisco","75034",33.1499,-96.8555,623,972,2.85714285714e-05,0.00333333333333,5e-06,0.000122285714286,1.07e-07,6.66666666667e-07,6.66666666667e-07,4.19001579285e-05
7.132.32.196,43a34d22,NL,"07","Amsterdam","",52.3500,4.9167,,,2.85714285714e-05,0.00333333333333,5e-06,0.000213714285714,1.87e-07,6.66666666667e-07,6.66666666667e-07,2.69999504089e-05
32.17.73.200,7cc2f81e,US,"","","",38.0000,-97.0000,,,2.85714285714e-05,0.00333333333333,5e-06,4.8e-05,4.2e-08,6.66666666667e-07,6.66666666667e-07,9.56401824951e-05
75.150.195.0,8ed90dc6,US,"MA","Cambridge","02142",42.3626,-71.0843,506,617,2.85714285714e-05,0.00333333333333,2.5e-05,0.000155428571429,3.535e-07,3.33333333333e-06,3.33333333333e-06,5.55000305176e-05
147.142.30.97,55b324ea,US,"CA","Concord","94520",38.0033,-122.0318,807,925,2.85714285714e-05,0.00333333333333,5e-06,3.25714285714e-05,2.85e-08,6.66666666667e-07,6.66666666667e-07,0.000122419834137
68.95.184.107,e10876b8,IT,"07","Rome","",41.9000,12.4833,,,2.85714285714e-05,0.00333333333333,1e-05,4.11428571429e-05,4.8e-08,1.33333333333e-06,1.33333333333e-06,2.50597000122e-05
131.240.213.6,426bd34a,US,"IL","Chicago","60612",41.8784,-87.6852,602,312,2.85714285714e-05,0.00333333333333,2e-05,7.14285714286e-05,1.2e-07,2.66666666667e-06,2.66666666667e-06,0.00017483997345
55.245.13.111,d61c0ecd,IN,"16","Bombay","",18.9750,72.8258,,,2.85714285714e-05,0.00333333333333,1.5e-05,5.02857142857e-05,7.2e-08,2e-06,2e-06,6.54001235962e-05
223.41.53.47,426bd34a,US,"IL","Chicago","60612",41.8784,-87.6852,602,312,5.71428571429e-05,0.00333333333333,1e-05,4.45714285714e-05,5.2e-08,1.33333333333e-06,6.66666666667e-07,8.60214233398e-07
57.59.59.72,003f92a6,IT,"13","Crispiano","",40.6058,17.2303,,,2.85714285714e-05,0.00333333333333,5e-06,3.02857142857e-05,2.65e-08,6.66666666667e-07,6.66666666667e-07,0.000298540115356
125.86.86.126,b956c6b9,SG,"00","Singapore","",1.2931,103.8558,,,2.85714285714e-05,0.00333333333333,5e-06,3.6e-05,3.15e-08,6.66666666667e-07,6.66666666667e-07,0.000128080368042
43.140.107.193,b956c6b9,SG,"00","Singapore","",1.2931,103.8558,,,2.85714285714e-05,0.00333333333333,5e-06,3.6e-05,3.15e-08,6.66666666667e-07,6.66666666667e-07,4.11987304688e-06
48.76.89.155,d81c9d7f,US,"CO","Englewood","80112",39.5690,-104.8582,751,303,2.85714285714e-05,0.00333333333333,1e-05,4.85714285714e-05,5.85e-08,1.33333333333e-06,1.33333333333e-06,3.46803665161e-05
11.114.45.248,e01d1621,LV,"25","Riga","",56.9500,24.1000,,,2.85714285714e-05,0.00666666666667,7.5e-05,0.000292,1.861e-06,8e-06,1e-05,0.000169480323792
8.101.48.10,0cf081a3,CN,"02","Hangzhou","",30.2553,120.1689,,,2.85714285714e-05,0.00333333333333,3e-05,7.94285714286e-05,1.56e-07,4e-06,4e-06,0.000108959674835
194.249.109.116,94805b2c,US,"CA","Mountain View","94043",37.4192,-122.0574,807,650,2.85714285714e-05,0.00333333333333,4e-05,0.000857714285714,3.1415e-06,5.33333333333e-06,5.33333333333e-06,3.9840221405e-05
70.219.67.158,426bd34a,US,"IL","Chicago","60612",41.8784,-87.6852,602,312,5.71428571429e-05,0.00333333333333,1e-05,4.45714285714e-05,5.2e-08,1.33333333333e-06,6.66666666667e-07,6.46200180054e-05
146.156.180.204,426bd34a,US,"IL","Chicago","60612",41.8784,-87.6852,602,312,2.85714285714e-05,0.00333333333333,1e-05,4.45714285714e-05,5.2e-08,1.33333333333e-06,1.33333333333e-06,2.79903411865e-07
130.227.167.211,8daed6b0,QA,"01","Doha","",25.2867,51.5333,,,2.85714285714e-05,0.00666666666667,1.5e-05,7.14285714286e-05,1.065e-07,1.33333333333e-06,2e-06,9.50999259949e-05
247.50.119.29,8daed6b0,QA,"01","Doha","",25.2867,51.5333,,,2.85714285714e-05,0.00666666666667,1.5e-05,7.14285714286e-05,1.065e-07,1.33333333333e-06,2e-06,0.00010143995285
134.97.203.10,61126358,US,"VA","Sterling","20166",38.9881,-77.4755,511,703,2.85714285714e-05,0.00333333333333,5e-06,0.000122857142857,1.075e-07,6.66666666667e-07,6.66666666667e-07,1.99794769287e-07
248.154.78.138,273068ac,CA,"ON","Toronto","m5k1j3",43.6667,-79.4167,,,2.85714285714e-05,0.00333333333333,5e-06,0.000157142857143,1.375e-07,6.66666666667e-07,6.66666666667e-07,6.36005401611e-06
27.180.174.125,ca9715bd,CA,"ON","Thornhill","l3t7t2",43.8000,-79.4167,,,5.71428571429e-05,0.00333333333333,0.00114,0.00342857142857,0.0001393625,0.000152,0.000115333333333,0.000126920223236
63.184.91.159,64ac1cc8,US,"CA","San Mateo","94401",37.5741,-122.3210,807,650,2.85714285714e-05,0.00333333333333,5e-06,0.000264,2.31e-07,6.66666666667e-07,6.66666666667e-07,1.26600265503e-05
149.175.219.157,2c68d865,US,"NY","Syracuse","13219",43.0402,-76.2231,555,315,8.57142857143e-05,0.00333333333333,0.00015,0.000933142857143,6.5535e-06,2e-05,1e-05,0.000100300312042
82.15.145.136,cc97a79d,US,"AZ","Tempe","85281",33.4357,-111.9171,753,480,2.85714285714e-05,0.00333333333333,5e-06,5.42857142857e-05,4.75e-08,6.66666666667e-07,6.66666666667e-07,1.97601318359e-05
80.87.250.227,676ff9bc,FM,"","","",6.9167,158.2500,,,2.85714285714e-05,0.00333333333333,5e-06,0.000217142857143,1.9e-07,6.66666666667e-07,6.66666666667e-07,7.71999359131e-06
28.82.97.48,5fe38947,US,"NY","New York","10005",40.7055,-74.0050,501,212,2.85714285714e-05,0.00333333333333,4e-05,0.000114857142857,3.22e-07,5.33333333333e-06,5.33333333333e-06,2.87199020386e-05
144.177.30.155,0eff5c8c,US,"IN","Indianapolis","46202",39.7851,-86.1665,527,317,2.85714285714e-05,0.00333333333333,2e-05,0.000126285714286,2.79e-07,2.66666666667e-06,2.66666666667e-06,4.84037399292e-06
